Phrase,IPA,ES Pronunciation,ES Translation,Island
My tongue hurts.,/maɪ tʌŋ hɜːts/,mai tang jerts.,Me duele la lengua.,08 eat / potatoes
I have an egg.,/aɪ hæv ən ɛɡ/,ai jav an eg.,Tengo un huevo.,08 eat / potatoes
I like eggs.,/aɪ laɪk ɛɡz/,ai laik eggs.,Me gustan los huevos.,08 eat / potatoes
I don't like eggs.,/aɪ dəʊnt laɪk ɛɡz/,ai dount laik eggs.,No me gustan los huevos.,08 eat / potatoes
Do you like eggs?,/duː juː laɪk ɛɡz/,du iu laik eggs?,¿Te gustan los huevos?,08 eat / potatoes
How do you like your eggs?,/haʊ duː juː laɪk jɔːr ɛɡz/,jao du iu laik ior eggs?,¿Cómo te gustan los huevos?,08 eat / potatoes
I liked eggs.,/aɪ laɪkt ɛɡz/,ai laikt eggs.,Me gustaban los huevos.,08 eat / potatoes
This is an egg white.,/ðɪs ɪz ən ɛɡ waɪt/,dis is an eg uait.,Esto es una clara de huevo.,08 eat / potatoes
The egg yolk is yellow.,/ðə ɛɡ jəʊk ɪz ˈjɛləʊ/,de eg yolk is ielou.,La yema de huevo es amarilla.,08 eat / potatoes
I eat fish.,/aɪ iːt fɪʃ/,ai iit fish.,Como pescado.,08 eat / potatoes
We like seafood.,/wiː laɪk ˈsiːfuːd/,ui laik sifud.,Nos gusta el marisco.,08 eat / potatoes
I eat caviar.,/aɪ iːt ˈkæviɑː/,ai iat caviar.,Como caviar.,08 eat / potatoes
I see a crab.,/aɪ siː ə kræb/,ai si a crab.,Veo un cangrejo.,08 eat / potatoes
I like to eat shrimp.,/aɪ laɪk tuː iːt ʃrɪmp/,ai laik tu it shrimp.,Me gusta comer camarones.,08 eat / potatoes
This oyster is very big.,/ðɪs ɔɪstər ɪz ˈvɛri bɪɡ/,dis oister is veri big.,Esta ostra es muy grande.,08 eat / potatoes
This oyster is not very big.,/ðɪs ɔɪstər ɪz nɒt ˈvɛri bɪɡ/,dis oister is not veri big.,Esta ostra no es muy grande.,08 eat / potatoes
Is this oyster very big?,/ɪz ðɪs ɔɪstər ˈvɛri bɪɡ/,is dis oister veri big?,¿Es esta ostra muy grande?,08 eat / potatoes
Where is this oyster?,/weər ɪz ðɪs ɔɪstər/,güer is dis oister?,¿Dónde está esta ostra?,08 eat / potatoes
This oyster was very big.,/ðɪs ɔɪstər wɒz ˈvɛri bɪɡ/,dis oister guoz veri big.,Esta ostra era muy grande.,08 eat / potatoes
Please give me some water.,/pliːz ɡiːv miː sʌm ˈwɔːtər/,pliz giv mi som uater.,Por favor dame un poco de agua.,08 eat / potatoes
This is drinking water.,/ðɪs ɪz ˈdrɪŋkɪŋ ˈwɔːtər/,dis is drinquin uater.,Esto es agua potable.,08 eat / potatoes
I drink mineral water.,/aɪ drɪŋk ˈmɪnərəl ˈwɔːtər/,ai drinck mineral uater.,Bebo agua mineral.,08 eat / potatoes
I want still water.,/aɪ wɒnt stɪl ˈwɔːtər/,ai uant still uater.,Quiero agua sin gas.,08 eat / potatoes
This water is carbonated.,/ðɪs ˈwɔːtər ɪz ˈkɑːrbəneɪtɪd/,dis uater is carbonated.,Esta agua tiene gas.,08 eat / potatoes
She likes sparkling water.,/ʃiː laɪks ˈspɑːrklɪŋ ˈwɔːtər/,shi laiks sparkling uater.,A ella le gusta el agua con gas.,08 eat / potatoes
Please add some ice.,/pliːz æd sʌm aɪs/,pliz ad som ais.,Por favor pon un poco de hielo.,08 eat / potatoes
I want water with ice.,/aɪ wɒnt ˈwɔːtər wɪð aɪs/,ai uant uater uiz ais.,Quiero agua con hielo.,08 eat / potatoes
This is a non-alcoholic drink.,/ðɪs ɪz ə ˌnɒnˌælkəˈhɒlɪk drɪŋk/,dis is a non-alcoholic drink.,Esta es una bebida sin alcohol.,08 eat / potatoes
Do you want a soft drink?,/duː juː wɒnt ə sɒft drɪŋk/,du yu uant a soft drink?,¿Quieres una bebida?,08 eat / potatoes
I drink cold lemonade.,/aɪ drɪŋk kəʊld lɛməˈneɪd/,ai drinck cold lemonade.,Bebo limonada fría.,08 eat / potatoes
He likes liquor.,/hiː laɪks ˈlɪkər/,ji laiks licor.,A él le le gusta el licor.,08 eat / potatoes
The wine is red.,/ðə waɪn ɪz rɛd/,de uain is red.,El vino es tinto.,08 eat / potatoes
I drink white wine.,/aɪ drɪŋk waɪt waɪn/,ai drinck juit uain.,Bebo vino blanco.,08 eat / potatoes
She likes red wine.,/ʃiː laɪks rɛd waɪn/,shi laiks red uain.,A ella le gusta el vino tinto.,08 eat / potatoes
This is whisky.,/ðɪs ɪz ˈwɪski/,dis is uiski.,Esto es whisky.,08 eat / potatoes
Do you like vodka?,/duː juː laɪk ˈvɒdkə/,du yu laik vodka?,¿Te gusta el vodka?,08 eat / potatoes
I like coffee.,/aɪ laɪk ˈkɒfi/,ai laik coffee.,Me gusta el café.,08 eat / potatoes
I don't like coffee.,/aɪ dəʊnt laɪk ˈkɒfi/,ai dount laik coffee.,No me gusta el café.,08 eat / potatoes
Do you like coffee?,/duː juː laɪk ˈkɒfi/,du iu laik coffee?,¿Te gusta el café?,08 eat / potatoes
Why do you like coffee?,/waɪ duː juː laɪk ˈkɒfi/,uai du iu laik coffee?,¿Por qué te gusta el café?,08 eat / potatoes
I liked coffee.,/aɪ laɪkt ˈkɒfi/,ai laikt coffee.,Me gustaba el café.,08 eat / potatoes
He drinks black coffee.,/hiː drɪŋks blæk ˈkɒfi/,ji drincks black coffee.,Él bebe café solo.,08 eat / potatoes
Please pour some tea.,/pliːz pɔːr sʌm tiː/,pliz por som ti.,Por favor sirve un poco de té.,08 eat / potatoes
I drink green tea.,/aɪ drɪŋk ɡriːn tiː/,ai drinck grin ti.,Bebo té verde.,08 eat / potatoes
This juice is sweet.,/ðɪs dʒuːs ɪz swiːt/,dis yus is swit.,Este jugo es dulce.,08 eat / potatoes
I want orange juice.,/aɪ wɒnt ˈɒrɪndʒ dʒuːs/,ai uant orin yus.,Quiero jugo de naranja.,08 eat / potatoes
I like beer.,/aɪ laɪk bɪə/,ai laik bia.,Me gusta la cerveza.,08 eat / potatoes
I don't like beer.,/aɪ dəʊnt laɪk bɪə/,ai dount laik bia.,No me gusta la cerveza.,08 eat / potatoes
Do you like beer?,/duː juː laɪk bɪə/,du iu laik bia?,¿Te gusta la cerveza?,08 eat / potatoes
What kind of beer do you like?,/wɒt kaɪnd ɒv bɪə duː juː laɪk/,uot kaind ov bia du iu laik?,¿Qué tipo de cerveza te gusta?,08 eat / potatoes
I liked beer.,/aɪ laɪkt bɪə/,ai laikt bia.,Me gustaba la cerveza.,08 eat / potatoes
I eat vegetables every day.,/aɪ iːt ˈvɛdʒtəbəlz ˈɛvri deɪ/,ai iit vedchetabls evri dei.,Como verduras todos los días.,08 eat / potatoes
I like greens.,/aɪ laɪk ɡriːnz/,ai laik grins.,Me gustan las verduras de hoja.,08 eat / potatoes
I don't like greens.,/aɪ dəʊnt laɪk ɡriːnz/,ai dount laik grins.,No me gustan las verduras de hoja.,08 eat / potatoes
Do you like greens?,/duː juː laɪk ɡriːnz/,du iu laik grins?,¿Te gustan las verduras de hoja?,08 eat / potatoes
Why do you like greens?,/waɪ duː juː laɪk ɡriːnz/,uai du iu laik grins?,¿Por qué te gustan las verduras de hoja?,08 eat / potatoes
I liked greens.,/aɪ laɪkt ɡriːnz/,ai laikt grins.,Me gustaban las verduras de hoja.,08 eat / potatoes
This is a tomato.,/ðɪs ɪz ə təˈmɑːtəʊ/,dis is a tomato.,Esto es un tomate.,08 eat / potatoes
I eat a cucumber.,/aɪ iːt ə ˈkjuːkʌmbə/,ai iit a qiukamber.,Como un pepino.,08 eat / potatoes
I have a carrot.,/aɪ hæv ə ˈkærət/,ai jav a karat.,Tengo una zanahoria.,08 eat / potatoes
I like potatoes.,/aɪ laɪk pəˈteɪtəʊz/,ai laik poteitos.,Me gustan las patatas.,08 eat / potatoes
I don't like potatoes.,/aɪ dəʊnt laɪk pəˈteɪtəʊz/,ai dount laik poteitos.,No me gustan las patatas.,08 eat / potatoes
Do you like potatoes?,/duː juː laɪk pəˈteɪtəʊz/,du iu laik poteitos?,¿Te gustan las patatas?,08 eat / potatoes
How do you cook the potatoes?,/haʊ duː juː kʊk ðə pəˈteɪtəʊz/,jao du iu kuk de poteitos?,¿Cómo cocinas las patatas?,08 eat / potatoes
I liked potatoes.,/aɪ laɪkt pəˈteɪtəʊz/,ai laikt poteitos.,Me gustaban las patatas.,08 eat / potatoes
Cut the onion.,/kʌt ði ˈʌnjən/,kat de onion.,Corta la cebolla.,08 eat / potatoes
I use garlic.,/aɪ juːz ˈɡɑːlɪk/,ai yus garlik.,Uso ajo.,08 eat / potatoes
I buy a cabbage.,/aɪ baɪ ə ˈkæbɪdʒ/,ai bai a kabidy.,Compo una col.,08 eat / potatoes
I see a cauliflower.,/aɪ siː ə ˈkɒlɪˌflaʊə/,ai si a koliflauer.,Veo una coliflor.,08 eat / potatoes
The broccoli is green.,/ðə ˈbrɒkəli ɪz ɡriːn/,de brokoli is grin.,El brócoli es verde.,08 eat / potatoes
The beetroot is red.,/ðə ˈbiːtruːt ɪz rɛd/,de biitrot is red.,La remolacha es roja.,08 eat / potatoes
The eggplant is big.,/ði ˈɛgplɑːnt ɪz bɪɡ/,de egplant is big.,La berenjena es grande.,08 eat / potatoes
The zucchini is long.,/ðə zuːˈkiːni ɪz lɒŋ/,de sukini is long.,El calabacín es largo.,08 eat / potatoes
The pumpkin is orange.,/ðə ˈpʌmpkɪn ɪz ˈɒrɪndʒ/,de pampkin is orindy.,La calabaza es naranja.,08 eat / potatoes
I eat a radish.,/aɪ iːt ə ˈrædɪʃ/,ai iit a radish.,Como un rábano.,08 eat / potatoes
I eat Brussels sprouts.,/aɪ iːt ˈbrʌsəlz spraʊts/,ai iit bralsels sprauts.,Como coles de Bruselas.,08 eat / potatoes
The broccoli is green.,/ðə ˈbrɒkəli ɪz ɡriːn/,de brokoli is grin.,El brócoli es verde.,08 eat / potatoes
The beetroot is red.,/ðə ˈbiːtruːt ɪz rɛd/,de biitrot is red.,La remolacha es roja.,08 eat / potatoes
The eggplant is big.,/ði ˈɛgplɑːnt ɪz bɪɡ/,de egplant is big.,La berenjena es grande.,08 eat / potatoes
The zucchini is long.,/ðə zuːˈkiːni ɪz lɒŋ/,de sukini is long.,El calabacín es largo.,08 eat / potatoes
The pumpkin is orange.,/ðə ˈpʌmpkɪn ɪz ˈɒrɪndʒ/,de pampkin is orindy.,La calabaza es naranja.,08 eat / potatoes
I like turnips.,/aɪ laɪk ˈtɜːnɪps/,ai laik tournips.,Me gustan los nabos.,08 eat / potatoes
I use parsley.,/aɪ juːz ˈpɑːsli/,ai yus parsli.,Uso perejil.,08 eat / potatoes
I like the smell of dill.,/aɪ laɪk ðə smɛl ɒv dɪl/,ai laik de smel ov dil.,Me gusta el olor del eneldo.,08 eat / potatoes
We eat lettuce in the salad.,/wiː iːt ˈlɛtɪs ɪn ðə ˈsæləd/,ui it letis in de salad.,Comemos lechuga en la ensalada.,08 eat / potatoes
This celery is green and long.,/ðɪs ˈsɛləri ɪz ɡriːn ænd lɒŋ/,dis selri is grin and long.,Este apio es verde y largo.,08 eat / potatoes
I eat asparagus with my dinner.,/aɪ iːt əˈspærəɡəs wɪð maɪ ˈdɪnə/,ai it asparagus wid mai dinner.,Como espárragos con mi cena.,08 eat / potatoes
Spinach is a green vegetable.,/ˈspɪnɪdʒ ɪz ə ɡriːn ˈvɛdʒtəbəl/,spinich is a grin vedjetabol.,La espinaca es una verdura verde.,08 eat / potatoes
The pea is small and green.,/ðə piː ɪz smɔːl ænd ɡriːn/,de pi is smol and grin.,El guisante es pequeño y verde.,08 eat / potatoes
I like to cook beans.,/aɪ laɪk tuː kʊk biːnz/,ai laik tu kuk bins.,Me gusta cocinar judías.,08 eat / potatoes
The corn is yellow.,/ðə kɔːrn ɪz ˈjɛləʊ/,de corn is yelou.,El maíz es amarillo.,08 eat / potatoes
This is a red kidney bean.,/ðɪs ɪz ə rɛd ˈkɪdni biːn/,dis is a red kidney bin.,Este es una alubia roja.,08 eat / potatoes
Please add some pepper.,/pliːz æd sʌm ˈpɛpə/,pliz ad som peper.,Por favor pon un poco de pimienta.,08 eat / potatoes
The radish is red.,/ðə ˈrædɪʃ ɪz rɛd/,de radish is red.,El rábano es rojo.,08 eat / potatoes
I like to eat artichoke.,/aɪ laɪk tuː iːt ˈɑːrtɪtʃəʊk/,ai laik tu it artichok.,Me gusta comer alcachofas.,08 eat / potatoes
An apple is a fruit.,/æn ˈæpəl ɪz ə fruːt/,an apol is a frut.,Una manzana es una fruta.,08 eat / potatoes
The apple is red.,/ðə ˈæpəl ɪz rɛd/,de apol is red.,La manzana es roja.,08 eat / potatoes
I eat a pear.,/aɪ iːt ə peə/,ai it a per.,Como una pera.,08 eat / potatoes
The lemon is yellow.,/ðə ˈlɛmən ɪz ˈjɛləʊ/,de lemen is yelou.,El limón es amarillo.,08 eat / potatoes
I drink orange juice.,/aɪ drɪŋk ˈɒrɪndʒ dʒuːs/,ai drink oranyh yus.,Bebo jugo de naranja.,08 eat / potatoes
The strawberry is red and sweet.,/ðə ˈstrɔːbəri ɪz rɛd ænd swiːt/,de stroberi is red and suit.,La fresa es roja y dulce.,08 eat / potatoes
He eats a mandarin.,/hiː iːts ə ˈmændərɪn/,ji its a mandarin.,Él come una mandarina.,08 eat / potatoes
This plum is sweet.,/ðɪs plʌm ɪz swiːt/,dis plum is suit.,Esta ciruela es dulce.,08 eat / potatoes
The peach is soft.,/ðə piːtʃ ɪz sɒft/,de pich is soft.,El melocotón es suave.,08 eat / potatoes
She eats an apricot.,/ʃiː iːts æn ˈeɪprɪkɒt/,shi its an aprikot.,Ella come un albaricoque.,08 eat / potatoes
I like raspberry cake.,/aɪ laɪk ˈrɑːzbəri keɪk/,ai laik raspberri keik.,Me gusta el pastel de frambuesa.,08 eat / potatoes
The pineapple is big.,/ðə ˈpaɪnæpəl ɪz bɪɡ/,de painapol is big.,La piña es grande.,08 eat / potatoes
The monkey eats a banana.,/ðə ˈmʌŋki iːts ə bəˈnɑːnə/,de monki its a banana.,El mono come un plátano.,08 eat / potatoes
I like to eat watermelon.,/aɪ laɪk tuː iːt ˈwɔːtəˌmɛlən/,ai laik tu it wuotermelon.,Me gusta comer sandía.,08 eat / potatoes
This grape is very sweet.,/ðɪs ɡreɪp ɪz ˈvɛri swiːt/,dis greip is veri swit.,Esta uva es muy dulce.,08 eat / potatoes
I see a red cherry.,/aɪ siː ə rɛd ˈtʃɛri/,ai si a red chieri.,Veo una cereza roja.,08 eat / potatoes
The sour cherry is bad.,/ðə ˈsaʊə ˈtʃɛri ɪz bæd/,de sauer chieri is bad.,La cereza ácida está mala.,08 eat / potatoes
A sweet cherry is good.,/ə swiːt ˈtʃɛri ɪz ɡʊd/,a swit chieri is gud.,Una cereza dulce es buena.,08 eat / potatoes
We have a big melon.,/wiː hæv ə bɪɡ ˈmɛlən/,ui jav a big melon.,Tenemos un melón grande.,08 eat / potatoes
We don't have a big melon.,/wiː dəʊnt hæv ə bɪɡ ˈmɛlən/,ui dount jav a big melon.,No tenemos un melón grande.,08 eat / potatoes
Do you have a big melon?,/duː juː hæv ə bɪɡ ˈmɛlən/,du iu jav a big melon?,¿Tienen un melón grande?,08 eat / potatoes
What kind of melon do you have?,/wɒt kaɪnd ɒv ˈmɛlən duː juː hæv/,uot kaind ov melon du iu jav?,¿Qué tipo de melón tienen?,08 eat / potatoes
We had a big melon.,/wiː hæd ə bɪɡ ˈmɛlən/,ui jad a big melon.,Teníamos un melón grande.,08 eat / potatoes
The grapefruit is yellow.,/ðə ˈɡreɪpˌfruːt ɪz ˈjɛləʊ/,de greipfrut is ielou.,El pomelo es amarillo.,08 eat / potatoes
He eats an avocado.,/hiː iːts æn ˌævəˈkɑːdəʊ/,ji its an avokado.,Él come un aguacate.,08 eat / potatoes
This papaya is ripe.,/ðɪs pəˈpaɪə ɪz raɪp/,dis pa paia is raip.,Esta papaya está madura.,08 eat / potatoes
I want one mango.,/aɪ wɒnt wʌn ˈmæŋɡəʊ/,ai uont uan mango.,Quiero un mango.,08 eat / potatoes
She has a pomegranate.,/ʃiː hæz ə ˈpɒmˌɡrænɪt/,shi jaz a pomgranit.,Ella tiene una granada.,08 eat / potatoes
She does not have a pomegranate.,/ʃiː dʌz nɒt hæv ə ˈpɒmˌɡrænɪt/,shi daz not jav a pomgranit.,Ella no tiene una granada.,08 eat / potatoes
Does she have a pomegranate?,/dʌz ʃiː hæv ə ˈpɒmˌɡrænɪt/,daz shi jav a pomgranit?,¿Ella tiene una granada?,08 eat / potatoes
When did she get a pomegranate?,/wɛn dɪd ʃiː ɡɛt ə ˈpɒmˌɡrænɪt/,güen did shi guet a pomgranit?,¿Cuándo consiguió una granada?,08 eat / potatoes
She had a pomegranate.,/ʃiː hæd ə ˈpɒmˌɡrænɪt/,shi jad a pomgranit.,Ella tenía una granada.,08 eat / potatoes
I like the redcurrant.,/aɪ laɪk ðə ˈrɛdˌkʌrənt/,ai laik de redkurent.,Me gusta el grosella roja.,08 eat / potatoes
I don't like the redcurrant.,/aɪ dəʊnt laɪk ðə ˈrɛdˌkʌrənt/,ai dount laik de redkurent.,No me gusta la grosella roja.,08 eat / potatoes
Do you like the redcurrant?,/duː juː laɪk ðə ˈrɛdˌkʌrənt/,du iu laik de redkurent?,¿Te gusta la grosella roja?,08 eat / potatoes
Why do you like the redcurrant?,/waɪ duː juː laɪk ðə ˈredkʌrənt/,uái du iu laik de rédkarent?,¿Por qué te gusta la grosella roja?,08 eat / potatoes
I liked the redcurrant.,/aɪ laɪkt ðə ˈrɛdˌkʌrənt/,ai laikt de redkurent.,Me gustaba la grosella roja.,08 eat / potatoes
It is a blackcurrant.,/ɪt ɪz ə ˈblækˌkʌrənt/,it is a blakkurent.,Es una grosella negra.,08 eat / potatoes
A gooseberry is green.,/ə ˈɡʊsˌbɛri ɪz ɡriːn/,a gusbri is grin.,Una grosella espinosa es verde.,08 eat / potatoes
We find a bilberry.,/wiː faɪnd ə ˈbɪlˌbɛri/,ui faind a bilbri.,Encontramos un arándano silvestre.,08 eat / potatoes
I eat a blackberry.,/aɪ iːt ə ˈblækˌbɛri/,ai it a blakbri.,Como una mora.,08 eat / potatoes
The raisin is dry.,/ðə ˈreɪzən ɪz draɪ/,de reisin is drai.,La pasa está seca.,08 eat / potatoes
It is a big fig.,/ɪt ɪz ə bɪɡ fɪɡ/,it is a big fig.,Es un higo grande.,08 eat / potatoes
You eat the date.,/juː iːt ðə deɪt/,yu it de deit.,Tú comes el dátil.,08 eat / potatoes
I like to eat peanuts.,/aɪ laɪk tuː iːt ˈpiːnʌts/,ai laik tu it pinats.,Me gusta comer cacahuetes.,08 eat / potatoes
She eats an almond.,/ʃiː iːts æn ˈɑːmənd/,shi its an amond.,Ella come una almendra.,08 eat / potatoes
The walnut is hard.,/ðə ˈwɔːlnʌt ɪz hɑːd/,de wuolnat is jard.,La nuez es dura.,08 eat / potatoes
We buy a hazelnut.,/wiː baɪ ə ˈheɪzəlnʌt/,ui bai a heiselnat.,Compramos una avellana.,08 eat / potatoes
It is a sweet coconut.,/ɪt ɪz ə swiːt ˈkəʊkəˌnʌt/,it is a swit kokonat.,Es un coco dulce.,08 eat / potatoes
I eat pistachios now.,/aɪ iːt pɪˈstɑːʃiːəʊz naʊ/,ai it pistachios nau.,Como pistachos ahora.,08 eat / potatoes
I like the sweet confectionery.,/aɪ laɪk ðə swiːt kənˈfɛkʃənri/,ai laik de swit confectioneri.,Me gusta la repostería dulce.,08 eat / potatoes
We eat bread for breakfast.,/wi iːt brɛd fɔː ˈbrɛkfəst/,ui it bred for brekfast.,Comemos pan para el desayuno.,08 eat / potatoes
She bakes cookies.,/ʃi beɪks ˈkʊkiz/,shi beiks kukis.,Ella hornea galletas.,08 eat / potatoes
I eat chocolate.,/aɪ iːt ˈtʃɒklət/,ai it chokollet.,Como chocolate.,08 eat / potatoes
This cake is chocolate.,/ðɪs keɪk ɪz ˈtʃɒklət/,dis keik is chokollet.,Este pastel es de chocolate.,08 eat / potatoes
The candy is sweet.,/ðə ˈkændi ɪz swiːt/,de kandi is swit.,El dulce es dulce.,08 eat / potatoes
The cake is small.,/ðə keɪk ɪz smɔːl/,de keik is esmol.,El pastel es pequeño.,08 eat / potatoes
It is my cake.,/ɪt ɪz maɪ keɪk/,it is mai keik.,Es mi pastel.,08 eat / potatoes
I like the pie.,/aɪ laɪk ðə paɪ/,ai laik de pai.,Me gusta el pastel.,08 eat / potatoes
I don't like the pie.,/aɪ dəʊnt laɪk ðə paɪ/,ai dount laik de pai.,No me gusta el pastel.,08 eat / potatoes
Do you like the pie?,/duː juː laɪk ðə paɪ/,du iu laik de pai?,¿Te gusta el pastel?,08 eat / potatoes
Who made the pie?,/huː meɪd ðə paɪ/,ju meid de pai?,¿Quién hizo el pastel?,08 eat / potatoes
I liked the pie.,/aɪ laɪkt ðə paɪ/,ai laikt de pai.,Me gustaba el pastel.,08 eat / potatoes
The filling is good.,/ðə ˈfɪlɪŋ ɪz ɡʊd/,de filing is gud.,El relleno está bueno.,08 eat / potatoes
I eat the jam.,/aɪ iːt ðə dʒæm/,ai it de yam.,Como la mermelada.,08 eat / potatoes
I like marmalade.,/aɪ laɪk ˈmɑːməleɪd/,ai laik marmaleid.,Me gusta la mermelada.,08 eat / potatoes
I eat a waffle.,/aɪ iːt ə ˈwɒfəl/,ai it a uofol.,Como un gofre.,08 eat / potatoes
I want ice-cream.,/aɪ wɒnt ˈaɪskriːm/,ai uant aiscrim.,Quiero helado.,08 eat / potatoes
I like pudding.,/aɪ laɪk ˈpʊdɪŋ/,ai laik puding.,Me gusta el pudín.,08 eat / potatoes
This is a dish.,/ðɪs ɪz ə dɪʃ/,dis is a dish.,Este es un plato.,08 eat / potatoes
I like this cuisine.,/aɪ laɪk ðɪs kwɪˈziːn/,ai laik dis kwizin.,Me gusta esta cocina.,08 eat / potatoes
The recipe is easy.,/ðə ˈrɛsɪpi ɪz ˈiːzi/,de resipi is isi.,La receta es fácil.,08 eat / potatoes
This is my portion.,/ðɪs ɪz maɪ ˈpɔːʃən/,dis is mai porsion.,Esta es mi porción.,08 eat / potatoes
I eat a salad.,/aɪ iːt ə ˈsæləd/,ai it a salad.,Como una ensalada.,08 eat / potatoes
The soup is hot.,/ðə suːp ɪz hɒt/,de sup is jot.,La sopa está caliente.,08 eat / potatoes
I drink the broth.,/aɪ drɪŋk ðə brɒθ/,ai drink de broz.,Bebo el caldo.,08 eat / potatoes
I eat a sandwich.,/aɪ iːt ə ˈsænwɪdʒ/,ai it a sanduich.,Como un sándwich.,08 eat / potatoes
I like fried eggs.,/aɪ laɪk fraɪd ɛgz/,ai laik fraid eggs.,Me gustan los huevos fritos.,08 eat / potatoes
I eat the cutlet.,/aɪ iːt ðə ˈkʌtlɪt/,ai it de cutlet.,Como la croqueta.,08 eat / potatoes
I eat a hamburger.,/aɪ iːt ə ˈhæmbɜːrɡər/,ai it e jamburguer.,Como una hamburguesa.,08 eat / potatoes
He likes beefsteak.,/hiː laɪks ˈbiːfsteɪk/,ji laiks bifshteik.,A él le gusta el bistec.,08 eat / potatoes
The stew is hot.,/ðə stuː ɪz hɒt/,de stu is jot.,El estofado está caliente.,08 eat / potatoes
